Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
3.6299479,-4.513070,-8.121132,4.588488,10.362182,63.716633,240.938232
3.6399639,-3.858256,-9.215282,4.924873,11.138309,63.758461,247.281906
3.6499407,-3.179500,-10.764331,5.098453,12.327784,65.570442,253.544250
3.6600366,-2.357092,-12.266692,5.118803,13.499250,67.716377,259.122986
3.6699371,-1.642422,-12.622231,4.223372,13.411009,71.644119,262.586243
3.6799662,-1.108515,-12.186486,3.202245,12.648858,75.335136,264.802521
3.6899490,-0.741005,-11.441890,2.705448,11.780721,76.723503,266.294556
3.6999521,-0.373495,-10.676943,2.614468,10.998730,76.248787,267.996521
3.7099440,-0.125696,-9.937134,2.242170,10.187726,77.285950,269.275299
3.7199605,0.026336,-9.516952,1.458069,9.628033,81.289619,270.158539
3.7299464,0.108936,-9.264363,0.653617,9.288031,85.964645,270.673676
3.7399526,0.222661,-9.012972,0.108936,9.016379,89.307732,271.415161
3.7499609,0.332794,-8.880095,-0.329203,8.892424,92.121605,272.146240
3.7599270,0.432153,-8.936357,-0.713472,8.975204,94.559464,272.768616
3.7699568,0.513556,-9.269152,-1.103727,9.348750,96.780235,273.171234
3.7799270,0.587777,-9.583989,-1.422156,9.706743,98.424858,273.509491
3.7899721,0.703895,-9.819818,-1.586159,9.971971,99.152435,274.100006
3.7999418,0.833182,-10.079589,-1.631648,10.244735,99.164352,274.725342
3.8099663,0.944513,-10.402806,-1.569399,10.562836,98.544495,275.187897
3.8199527,1.025915,-10.947487,-1.403002,11.084601,97.271553,275.353699
3.8299730,1.083376,-11.504139,-1.089362,11.606276,95.385696,275.379822
3.8400104,1.007959,-11.814188,-0.887052,11.890244,94.278427,274.876526
3.8499644,0.808043,-11.919533,-0.769736,11.971663,93.686462,273.878235
3.8599508,0.499191,-11.932701,-0.592565,11.957829,92.840431,272.395508
3.8699467,0.004788,-11.845313,-0.380678,11.851430,91.840706,270.023163
3.8799717,-0.429759,-11.573571,-0.280122,11.584934,91.385536,267.873413
3.8899436,-0.794875,-11.197681,-0.262165,11.228919,91.337822,265.939636
3.8999822,-1.171962,-10.748769,-0.411803,10.820310,92.181107,263.777496
3.9099326,-1.595735,-10.292673,-0.726640,10.440953,93.990738,261.187256
3.9199891,-2.068590,-9.825804,-0.922965,10.083519,95.251747,258.111328
3.9299438,-2.454057,-9.360131,-0.901417,9.718385,95.322052,255.308746
3.9399500,-2.776077,-9.018958,-0.780510,9.468760,94.728256,252.891388
3.9499996,-3.098097,-8.844181,-0.556652,9.387630,93.399422,250.694748
3.9599731,-3.420117,-8.740033,-0.189142,9.387286,91.154518,248.628784
3.9700162,-3.672705,-8.610746,0.277727,9.365407,88.300667,246.900497
3.9799535,-3.773262,-8.401254,0.885855,9.252205,84.505783,245.813690
3.9899430,-3.731363,-8.215703,1.323994,9.119967,81.652573,245.573654
3.9999733,-3.611653,-8.080431,1.374272,8.956899,81.174149,245.917130
4.0099611,-3.405752,-7.999028,1.024718,8.754064,83.277756,246.937119
4.0199909,-3.157952,-8.016984,0.429759,8.627247,87.144676,248.500137
4.0299535,-2.905364,-8.115147,-0.025139,8.619593,90.167107,250.301743
4.0399504,-2.649184,-8.233660,-0.076614,8.649693,90.507500,252.164398
4.0499601,-2.412158,-8.353370,0.171185,8.696355,88.872078,253.893143
4.0599999,-2.200271,-8.519767,0.566229,8.817496,86.318130,255.519485
4.0700459,-2.027889,-8.826224,0.945710,9.105434,84.038391,257.060455
4.0800166,-1.872266,-8.778340,1.074997,9.039926,83.170425,257.960205
4.0900292,-1.565808,-9.099164,0.883460,9.275076,84.534233,260.236023
4.0999789,-1.764527,-9.422380,0.577003,9.603527,86.555458,259.393097
4.1100125,-1.788469,-9.679757,0.580594,9.860701,86.624496,259.531860
4.1199775,-1.984793,-9.831789,0.322020,10.035296,88.161133,258.586792
4.1299782,-2.359486,-9.907207,0.079009,10.184604,89.555511,256.604065
4.1399875,-2.834735,-9.908403,-0.183156,10.307557,91.018150,254.034485
4.1499858,-3.345897,-9.815030,-0.429759,10.378561,92.373199,251.175995
4.1599631,-3.842694,-9.534908,-0.615310,10.298513,93.425316,248.049911
4.1699576,-4.218584,-9.153033,-0.658405,10.099899,93.737724,245.255280
4.1800046,-4.461595,-8.860941,-0.605733,9.939266,93.493965,243.274170
4.1899610,-4.538209,-8.690952,-0.430956,9.813955,92.516815,242.427505
4.1999564,-4.526238,-8.675390,-0.250194,9.788352,91.464661,242.447464
4.2100821,-4.471172,-8.850166,-0.098162,9.915970,90.567207,243.196747
4.2199492,-4.414908,-9.125500,0.063446,10.137563,89.641411,244.182343
4.2299776,-4.462792,-9.423578,0.138864,10.427829,89.236992,244.658829
4.2399487,-4.599261,-9.617508,0.288501,10.664563,88.449829,244.442047
4.2499776,-4.726154,-9.665392,0.281319,10.762689,88.502213,243.942429
4.2601151,-4.732140,-9.536105,0.158017,10.646850,89.149605,243.607834
4.2700262,-4.558560,-9.297882,0.190339,10.356994,88.946968,243.882233
4.2799573,-4.170700,-9.076419,0.444124,9.998668,87.454178,245.320770
4.2899594,-3.671508,-8.987833,0.809240,9.742483,85.235352,247.780106
4.2999663,-3.312378,-9.312247,1.018733,9.936177,84.115257,250.419464
4.3099661,-3.049016,-10.023325,1.031901,10.527505,84.374863,253.080658
4.3199973,-2.778471,-10.953473,0.948104,11.340078,85.204102,255.766495
4.3299956,-2.527080,-11.848905,0.932542,12.151227,85.598526,257.960602
4.3399963,-2.255338,-12.506113,0.964863,12.744425,85.658058,259.777222
4.3499360,-2.021903,-12.913127,1.045069,13.112173,85.428551,261.101044
4.3600254,-1.817199,-13.188460,1.276109,13.374085,84.524704,262.154785
4.3700142,-1.647211,-13.433866,1.630451,13.632330,83.130875,263.009491
4.3799486,-1.514333,-13.663709,1.915361,13.880157,82.068283,263.675781
4.3899674,-1.438915,-13.791799,2.067393,14.019925,81.520180,264.043823
4.3999562,-1.426944,-13.757083,2.007538,13.975825,81.741257,264.078217
4.4099774,-1.385046,-13.565547,1.905785,13.768603,82.043846,264.170288
4.4199810,-1.316811,-13.230358,1.795651,13.416435,82.308472,264.316101
4.4300327,-1.223437,-12.798205,1.709460,12.969700,82.426140,264.539429
4.4399700,-1.165976,-12.318168,1.612495,12.477857,82.574989,264.592773
4.4499660,-1.173159,-11.839328,1.446098,11.984873,83.069794,264.341034
4.4599919,-1.197101,-11.368867,1.225831,11.497253,83.879517,263.989105
4.4699826,-1.246182,-10.906786,0.966060,11.020173,84.970833,263.481781
4.4799967,-1.322796,-10.461464,0.872687,10.580813,85.268974,262.793488
4.4899554,-1.435324,-10.053253,0.916979,10.196515,84.840385,261.874664
4.4999590,-1.556231,-9.712079,0.945710,9.881330,84.508003,260.896515
4.5099821,-1.648408,-9.434352,0.860716,9.615876,84.864594,260.089111
4.5199623,-1.710657,-9.190144,0.699107,9.374104,85.722992,259.455627
4.5299716,-1.754950,-8.999804,0.465672,9.181132,87.092682,258.965851
4.5399423,-1.751359,-8.780735,0.244209,8.957020,88.437668,258.720123
4.5499759,-1.685518,-8.505402,0.070629,8.671091,89.533302,258.790894
4.5599442,-1.545457,-8.206126,0.079009,8.350760,89.457901,259.334442
4.5699997,-1.365892,-7.927202,0.023942,8.044051,89.829468,260.223663
4.5799665,-1.122881,-7.655460,-0.142455,7.738684,91.054771,261.655518
4.5899663,-0.831985,-7.340622,-0.252588,7.391937,91.958221,263.533691
4.5999904,-0.561440,-7.011420,-0.263362,7.038791,92.144272,265.421814
4.6099424,-0.288501,-6.695385,-0.248997,6.706222,92.127838,267.532684
4.6199837,-0.041899,-6.415264,-0.183156,6.418015,91.635323,269.625793
4.6299467,0.178368,-6.141128,-0.049081,6.143913,90.457718,271.663666
4.6399574,0.365116,-5.853823,0.110133,5.866233,88.924263,273.569031
4.6499653,0.444124,-5.597643,0.338780,5.625445,86.547401,274.536407
4.6600142,0.378284,-5.400122,0.651223,5.452386,83.140320,274.007080
4.6699448,0.186748,-5.280412,1.031901,5.383534,78.949318,272.025482
4.6799569,-0.107739,-5.249287,1.491588,5.458155,74.140648,268.824188
4.6899700,-0.514753,-5.340267,2.109292,5.764766,68.537407,264.494202
4.7000427,-1.040281,-5.549759,3.027468,6.406838,61.800900,259.383331
4.7100310,-1.728614,-5.900510,4.288015,7.496079,55.107784,253.671524
4.7200060,-2.644396,-6.391322,5.893328,9.086976,49.567886,247.522781
4.7299590,-3.750517,-7.125144,7.139510,10.761350,48.437244,242.238678
4.7399406,-4.996699,-8.043321,7.829040,12.286410,50.415813,238.150482
4.7500248,-6.232107,-9.054871,8.222886,13.727553,53.201263,235.461914
4.7599492,-7.085640,-9.956287,8.390480,14.823431,55.526279,234.561493
4.7700305,-7.478289,-10.304645,8.334216,15.217414,56.792259,234.030853
4.7799277,-7.576451,-10.114305,8.037335,14.976667,57.543636,233.163757
4.7899756,-7.576451,-10.114305,8.037335,14.976667,57.543636,233.163757
4.7999945,-7.390901,-9.253590,7.340622,13.933380,58.207996,231.385422
4.8102250,-7.113173,-8.388085,6.230910,12.640469,60.466427,229.701752
4.8207688,-6.585252,-7.739257,4.589684,11.150195,65.693130,229.605896
4.8300219,-5.821501,-7.360973,3.829526,10.136028,67.801704,231.660934
4.8400536,-4.935647,-7.559692,3.685874,9.751678,67.791801,236.859879
4.8500237,-4.018668,-8.406042,3.992331,10.136564,66.805450,244.448990
4.8600860,-3.105280,-9.746795,4.627992,11.227693,65.657242,252.328384
4.8699598,-2.172738,-11.176133,4.991910,12.431649,66.324982,258.998444
4.8799367,-1.438915,-11.890802,4.089296,12.656382,71.149399,263.100128
4.8899536,-0.942118,-11.845313,3.118448,12.285103,75.295151,265.452545
4.8999414,-0.706290,-11.394006,2.515109,11.689652,77.575272,266.452911
4.9099298,-0.608127,-10.897209,2.153584,11.124608,78.837784,266.805878
4.9199629,-0.578200,-10.281899,1.659182,10.430946,80.847466,266.781372
4.9299703,-0.493206,-9.773131,1.161188,9.854222,83.232742,267.110992
4.9399753,-0.316035,-9.385271,0.778116,9.422773,85.263222,268.071381
4.9499311,-0.161609,-9.118318,0.422577,9.129535,87.347015,268.984619
4.9599686,-0.059855,-8.983045,0.021548,8.983270,89.862564,269.618225
4.9699616,0.050278,-9.018958,-0.537498,9.035100,93.410538,270.319397
4.9799809,0.135272,-9.197326,-1.033098,9.256154,96.408249,270.842621
4.9899387,0.246603,-9.374496,-1.335965,9.472424,98.107872,271.506866
4.9999528,0.372298,-9.601946,-1.443704,9.717009,98.544350,272.220428
5.0099401,0.492008,-9.938332,-1.353921,10.042192,97.748398,272.834167
5.0199766,0.561440,-10.460267,-1.199495,10.543776,96.532303,273.072327
5.0299425,0.544681,-10.930728,-1.054646,10.994988,95.504311,272.852692
5.0399365,0.468066,-11.281479,-0.981623,11.333775,94.968636,272.375824
5.0500350,0.301669,-11.423933,-0.827197,11.457813,94.140068,271.512634
5.0599880,0.059855,-11.441890,-0.598550,11.457691,92.994499,270.299713
5.0699444,-0.293290,-11.356895,-0.524330,11.372775,92.642502,268.520691
5.0799356,-0.688333,-11.154586,-0.481235,11.186160,92.465652,266.468842
5.0899572,-1.042675,-10.864887,-0.453701,10.924230,92.380272,264.518250
5.0999269,-1.395820,-10.516531,-0.486023,10.619885,92.623077,262.439545
5.1099815,-1.735796,-10.150218,-0.515950,10.310486,92.868355,260.295685
5.1199360,-2.048239,-9.781511,-0.550666,10.008820,93.153900,258.173187
5.1299725,-2.318784,-9.422380,-0.615310,9.722995,93.628326,256.174622
5.1399527,-2.558204,-9.125500,-0.733823,9.505664,94.427551,254.339920
5.1499481,-2.774880,-8.898050,-0.836774,9.358175,95.130028,252.679779
5.1599455,-2.949656,-8.742428,-0.830788,9.263948,95.145180,251.355835
5.1699362,-3.104083,-8.674192,-0.749385,9.243296,94.650269,250.310120
5.1801000,-3.209427,-8.620323,-0.524330,9.213323,93.262466,249.579224
5.1900516,-3.260903,-8.313866,-0.080206,8.930861,90.514565,248.583664
5.1999621,-3.271677,-8.553286,0.603339,9.177504,86.230598,249.067886
5.2099409,-3.271677,-8.465898,1.242591,9.160748,82.204201,248.870804
5.2199488,-3.244143,-8.380903,1.546654,9.118999,80.234978,248.839203
5.2299218,-3.180697,-8.299500,1.240196,8.974220,82.056564,249.031189
5.2399831,-3.075352,-8.228871,1.444901,8.902801,80.659737,249.507919
5.2499404,-2.928109,-8.207323,1.089362,8.781838,82.874268,250.365234
5.2599616,-2.797625,-8.256405,0.682347,8.744171,85.524399,251.281418
5.2700148,-2.673126,-8.335413,0.466869,8.765996,86.947029,252.219208
5.2799506,-2.549825,-8.434772,0.514753,8.826775,86.656769,253.179977
5.2899342,-2.450465,-8.572439,0.766145,8.948658,85.088577,254.047211
5.2999363,-2.383428,-8.761581,0.997185,9.134572,83.732758,254.781982
5.3099518,-2.341529,-9.021352,0.986411,9.372329,83.958595,255.449707
5.3199949,-2.360683,-9.343372,0.763750,9.667199,85.468666,255.820480
5.3300371,-2.480393,-9.662998,0.423774,9.985263,87.567642,255.603577
5.3399429,-2.740164,-9.837775,0.180762,10.213863,88.985939,254.435623
5.3499579,-3.130419,-9.867702,0.001197,10.352346,89.993378,252.398956
5.3599434,-3.620033,-9.810242,-0.172383,10.458260,90.944443,249.745667
5.3699660,-4.080917,-9.570822,-0.323217,10.409562,91.779320,246.907013
5.3799429,-4.496311,-9.209297,-0.405817,10.256348,92.267639,243.976700
5.3899918,-4.789600,-8.864532,-0.390255,10.083278,92.218086,241.617172
5.3999939,-4.978743,-8.675390,-0.330400,10.007969,91.891891,240.148804
5.4100480,-5.035006,-8.641871,-0.238223,10.004498,91.364433,239.773682
5.4199619,-4.976348,-8.780735,-0.104148,10.093374,90.591209,240.458267
5.4300056,-4.851850,-9.091981,0.086191,10.305921,89.520813,241.913818
5.4399776,-4.771644,-9.476251,0.337582,10.615171,88.177582,243.273041
5.4499340,-4.772841,-9.806650,0.566229,10.921126,87.028046,244.048080
5.4599552,-4.771644,-9.980229,0.591368,11.078054,86.939987,244.447083
5.4699407,-4.780024,-9.932345,0.462081,11.032390,87.599518,244.300430
5.4799824,-4.636372,-9.714474,0.452504,10.773658,87.592812,244.486526
5.4899654,-4.307169,-9.403227,0.524330,10.356028,87.097847,245.389740
5.4999924,-3.857059,-9.185355,0.816423,9.995709,85.315018,247.221786
5.5099597,-3.550601,-9.306262,0.986411,10.009310,84.344360,249.116745
5.5199580,-3.396175,-9.775525,0.851139,10.383609,85.298218,250.841949
5.5299869,-3.266888,-10.402806,0.641646,10.922575,86.632225,252.565674
5.5399561,-3.120842,-11.133038,0.646434,11.580244,86.799965,254.340622
5.5499778,-2.959233,-11.823765,0.760159,12.212137,86.431252,255.948746
5.5599413,-2.770091,-12.436681,0.920571,12.774657,85.867554,257.443176
5.5699573,-2.594118,-13.030443,1.155202,13.336281,85.030754,258.740692
5.5799484,-2.434903,-13.536817,1.442507,13.829497,84.012787,259.803101
5.5899448,-2.293645,-13.838486,1.623269,14.120889,83.398964,260.589111
5.5999603,-2.190695,-13.879188,1.681927,14.151320,83.174088,261.030426
5.6099420,-2.085350,-13.783420,1.600524,14.031857,83.450386,261.396729
5.6200972,-1.982399,-13.582306,1.476025,13.805346,83.862381,261.696045
5.6299376,-1.829170,-13.285425,1.387440,13.482336,84.093353,262.160675
5.6400371,-1.655591,-12.937069,1.247379,13.102087,84.536903,262.707336
5.6499920,-1.513135,-12.502522,1.096544,12.641401,85.023781,263.099274
5.6599474,-1.405396,-12.011710,0.984017,12.133615,85.348297,263.326599
5.6699681,-1.321599,-11.501745,0.888249,11.611449,85.612717,263.445221
5.6799655,-1.283292,-11.012131,0.823605,11.117202,85.751411,263.353058
5.6899581,-1.316811,-10.553641,0.847547,10.669193,85.443695,262.887787
5.6999664,-1.411382,-10.145430,0.912191,10.283669,84.911011,262.080139
5.7099605,-1.537078,-9.795877,0.876278,9.954379,84.949753,261.082397
5.7200193,-1.665167,-9.469068,0.695516,9.639490,85.862358,260.026306
5.7300072,-1.748964,-9.154230,0.429759,9.329710,87.359818,259.183685
5.7399664,-1.786075,-8.829816,0.193930,9.010734,88.766777,258.564636
5.7499504,-1.762132,-8.518570,0.055067,8.699090,89.637306,258.312775
5.7599516,-1.654393,-8.198944,0.055067,8.364372,89.622795,258.591980
5.7699838,-1.492785,-7.933187,0.033519,8.072484,89.762093,259.343292
5.7800293,-1.252167,-7.692570,-0.063446,7.794074,90.466415,260.754700
5.7900219,-0.934936,-7.431602,-0.193930,7.492692,91.483131,262.829559
5.7999635,-0.622492,-7.169437,-0.201113,7.199220,91.600784,265.037689
5.8099828,-0.337582,-6.943185,-0.244209,6.955675,92.012024,267.216431
5.8199573,-0.064643,-6.758832,-0.289698,6.765346,92.454208,269.452026
5.8300705,0.228646,-6.518214,-0.215478,6.525782,91.892220,272.009003
5.8399673,0.487220,-6.294356,-0.104148,6.314044,90.945114,274.426208
5.8499641,0.679953,-6.081272,0.062249,6.119484,89.417160,276.379791
5.8600039,0.768539,-5.875371,0.320823,5.934102,86.900833,277.452362
5.8699436,0.701501,-5.707777,0.683545,5.791205,83.221489,277.006653
5.8800278,0.456095,-5.602432,1.167173,5.740867,78.269440,274.654205
5.8899703,0.040701,-5.597643,1.793257,5.878013,72.237099,270.416595
5.8999910,-0.560243,-5.698200,2.625242,6.298830,65.368378,264.384766
5.9100003,-1.323994,-5.883750,3.661932,7.055581,58.733994,257.318237
5.9200273,-2.173935,-6.167464,4.847061,8.139877,53.453781,250.583237
5.9299402,-3.105280,-6.616376,6.220136,9.597359,49.600807,244.857819
5.9399929,-4.162320,-7.223307,7.371747,11.128510,48.515305,240.047958
5.9499559,-5.310339,-7.976283,8.026561,12.499859,50.049011,236.345673
5.9599752,-6.324284,-8.868123,8.461109,13.792408,52.159798,234.505508
5.9699416,-6.962338,-9.677363,8.639477,14.722978,54.069584,234.267029
5.9799371,-7.196970,-10.071210,8.540117,15.038591,55.397465,234.450089
5.9899654,-7.114370,-10.001778,8.236053,14.781150,56.137634,234.575348
5.9999776,-6.902483,-9.572019,7.935582,14.221156,56.081547,234.204224
6.0099897,-6.623559,-8.959103,7.426814,13.390094,56.313400,233.524094
6.0199685,-6.294356,-9.010578,5.871779,12.461431,61.888023,235.063705
6.0299373,-5.681441,-8.641871,4.521450,11.287348,66.385757,236.677811
6.0399575,-5.702989,-8.274361,4.016273,10.822180,68.215599,235.423981
6.0499392,-4.871003,-8.154651,4.016273,10.312878,67.080185,239.148941
6.0599957,-3.908534,-8.459911,4.159925,10.205475,65.944771,245.202759
6.0699725,-2.885013,-9.264363,4.611232,10.743147,64.581581,252.702896
6.0799685,-1.911770,-10.348937,5.019444,11.659767,64.501175,259.533691
6.0899553,-1.234211,-11.131841,4.429273,12.044069,68.422737,263.673340
6.0999641,-0.730232,-11.372458,3.456030,11.908408,73.129013,266.326050
6.1099663,-0.457293,-11.240777,2.524686,11.529883,77.351524,267.670410
6.1200447,-0.295684,-10.856507,1.946486,11.033585,79.839005,268.439911
6.1299701,-0.190339,-10.421960,1.466449,10.526346,81.991951,268.953705
6.1399679,-0.146046,-9.973047,1.036689,10.027847,84.066101,269.161011
6.1499610,-0.061052,-9.636662,0.688333,9.661407,85.914467,269.637024
6.1600194,0.034716,-9.417592,0.375890,9.425155,87.714348,270.211212
6.1700444,0.094571,-9.333796,0.050278,9.334410,89.691383,270.580505
6.1799507,0.150835,-9.354146,-0.353145,9.362024,92.161766,270.923798
6.1899595,0.216675,-9.475053,-0.761356,9.508062,94.592865,271.309998
6.1999435,0.286107,-9.627085,-1.051055,9.688516,96.227966,271.702271
6.2099400,0.317232,-9.908403,-1.163582,9.981534,96.694389,271.833771
6.2199402,0.326809,-10.292673,-1.179144,10.365149,96.532135,271.818634
6.2299385,0.252588,-10.703279,-1.086968,10.761295,95.797165,271.351868
6.2399778,0.126893,-11.055226,-1.057040,11.106370,95.461349,270.657623
6.2499332,-0.075417,-11.250354,-1.057040,11.300154,95.367416,269.615906
6.2600026,-0.307655,-11.362882,-0.979228,11.409146,94.923660,268.449066
6.2700253,-0.605733,-11.349713,-0.960075,11.406343,94.828316,266.945038
6.2799835,-0.949301,-11.210850,-1.034295,11.298410,95.252403,265.159912
6.2899489,-1.282095,-10.965444,-1.057040,11.090629,95.469124,263.331177
6.2999387,-1.616086,-10.635044,-1.000776,10.803585,95.315140,261.359528
6.3099809,-1.938106,-10.231621,-0.933739,10.455342,95.123756,259.273926
6.3200355,-2.196680,-9.776723,-0.910994,10.061790,95.194672,257.336823
6.3300014,-2.416947,-9.302670,-1.006762,9.664103,95.979660,255.435867
6.3399539,-2.622848,-8.894460,-1.019930,9.329041,96.276604,253.569977
6.3499408,-2.800019,-8.531737,-0.873884,9.021880,95.558540,251.830750
6.3599696,-2.973598,-8.268375,-0.629675,8.809360,94.098877,250.219635
6.3699565,-3.145981,-8.158242,-0.248997,8.747349,91.631172,248.912369
6.3799725,-3.344700,-8.172607,0.278924,8.834949,88.190842,247.742813
6.3899374,-3.505111,-8.188169,0.883460,8.950555,84.335426,246.825684
6.3999562,-3.585317,-8.142680,1.432930,9.011716,80.850708,246.235550
6.4099417,-3.561375,-8.068460,1.704672,8.982724,79.060509,246.183594
6.4199696,-3.469198,-8.019379,1.556231,8.875113,79.901100,246.606598
